Batch Index,inference(ms),cuda_graph(ms),diff,inference sum,cuda graph sum
240,0.011939,0.0118,0.000139,3.122017999999998,3.098365999999999
241,0.012056,0.011837,0.000219,3.134073999999998,3.110202999999999
242,0.011969,0.011781,0.000188,3.146042999999998,3.121983999999999
243,0.011983,0.011849,0.000134,3.158025999999998,3.133832999999999
244,0.01201,0.011789,0.000221,3.170035999999998,3.145621999999999
245,0.012023,0.011932,9.1e-05,3.182058999999998,3.157553999999999
246,0.011968,0.011844,0.000124,3.194026999999998,3.169397999999999
247,0.016837,0.016648,0.000189,3.210863999999998,3.186045999999999
248,0.012025,0.01179,0.000235,3.222888999999998,3.197835999999999
249,0.011979,0.011847,0.000132,3.2348679999999983,3.2096829999999987
250,0.011938,0.011851,8.7e-05,3.246805999999998,3.221533999999999
251,0.011964,0.011843,0.000121,3.258769999999998,3.2333769999999986
252,0.011961,0.011832,0.000129,3.270730999999998,3.2452089999999987
253,0.012064,0.01227,-0.000206,3.282794999999998,3.2574789999999987
254,0.011999,0.011885,0.000114,3.294793999999998,3.2693639999999986
255,0.011952,0.011845,0.000107,3.3067459999999977,3.2812089999999987
256,0.012032,0.011892,0.00014,3.318777999999998,3.2931009999999987
257,0.011971,0.011668,0.000303,3.3307489999999977,3.3047689999999985
258,0.011948,0.011742,0.000206,3.3426969999999976,3.3165109999999984
259,0.012119,0.011959,0.00016,3.354815999999998,3.3284699999999985
260,0.01216,0.011866,0.000294,3.366975999999998,3.3403359999999984
261,0.011963,0.011794,0.000169,3.378938999999998,3.3521299999999985
262,0.012032,0.011699,0.000333,3.390970999999998,3.3638289999999986
263,0.011979,0.01185,0.000129,3.4029499999999984,3.3756789999999985
264,0.011968,0.011888,8e-05,3.4149179999999983,3.3875669999999984
265,0.012074,0.011964,0.00011,3.4269919999999985,3.3995309999999983
266,0.012047,0.011937,0.00011,3.4390389999999984,3.4114679999999984
267,0.012028,0.011862,0.000166,3.4510669999999983,3.423329999999998
268,0.011932,0.011903,2.9e-05,3.462998999999998,3.4352329999999984
269,0.012199,0.011895,0.000304,3.475197999999998,3.4471279999999984
270,0.011966,0.011804,0.000162,3.487163999999998,3.4589319999999986
271,0.011919,0.011728,0.000191,3.499082999999998,3.4706599999999987
272,0.014038,0.013689,0.000349,3.513120999999998,3.4843489999999986
273,0.011979,0.011847,0.000132,3.5250999999999983,3.4961959999999985
274,0.01197,0.011828,0.000142,3.537069999999998,3.5080239999999985
275,0.012004,0.011771,0.000233,3.5490739999999983,3.5197949999999985
276,0.011933,0.011856,7.7e-05,3.5610069999999983,3.5316509999999983
277,0.011991,0.011837,0.000154,3.5729979999999983,3.543487999999998
278,0.012685,0.011918,0.000767,3.585682999999998,3.5554059999999983
279,0.012385,0.011822,0.000563,3.5980679999999983,3.5672279999999983
280,0.011916,0.012175,-0.000259,3.609983999999998,3.5794029999999983
281,0.011849,0.011876,-2.7e-05,3.6218329999999983,3.5912789999999983
282,0.011881,0.011891,-1e-05,3.633713999999998,3.603169999999998
283,0.011902,0.011897,5e-06,3.645615999999998,3.615066999999998
284,0.012043,0.011706,0.000337,3.657658999999998,3.6267729999999982
285,0.012011,0.011738,0.000273,3.669669999999998,3.638510999999998
286,0.011909,0.011899,1e-05,3.6815789999999984,3.650409999999998
287,0.012026,0.011845,0.000181,3.6936049999999985,3.6622549999999983
288,0.012025,0.011915,0.00011,3.7056299999999984,3.6741699999999984
289,0.012019,0.01185,0.000169,3.7176489999999984,3.6860199999999983
290,0.011901,0.011816,8.5e-05,3.7295499999999984,3.6978359999999983
291,0.011956,0.011743,0.000213,3.7415059999999984,3.7095789999999984
292,0.017028,0.01698,4.8e-05,3.7585339999999983,3.7265589999999986
293,0.012063,0.013731,-0.001668,3.770596999999998,3.7402899999999986
294,0.011946,0.01179,0.000156,3.782542999999998,3.7520799999999985
295,0.012023,0.011867,0.000156,3.7945659999999983,3.7639469999999986
296,0.012087,0.011866,0.000221,3.8066529999999985,3.7758129999999985
297,0.01193,0.011777,0.000153,3.8185829999999985,3.7875899999999985
298,0.011915,0.011897,1.8e-05,3.8304979999999986,3.7994869999999983
299,0.012013,0.011917,9.6e-05,3.8425109999999987,3.8114039999999982
300,0.012082,0.011924,0.000158,3.8545929999999986,3.8233279999999983
301,0.012024,0.011882,0.000142,3.8666169999999984,3.8352099999999982
302,0.012002,0.011909,9.3e-05,3.8786189999999983,3.8471189999999984
303,0.011968,0.011913,5.5e-05,3.8905869999999982,3.8590319999999982
304,0.011896,0.011757,0.000139,3.9024829999999984,3.870788999999998
305,0.017362,0.017364,-2e-06,3.9198449999999982,3.888152999999998
306,0.012025,0.011869,0.000156,3.931869999999998,3.900021999999998
307,0.011978,0.011735,0.000243,3.9438479999999982,3.911756999999998
308,0.011951,0.011746,0.000205,3.955798999999998,3.923502999999998
309,0.011992,0.011905,8.7e-05,3.967790999999998,3.935407999999998
310,0.011982,0.011929,5.3e-05,3.979772999999998,3.947336999999998
311,0.011976,0.011968,8e-06,3.991748999999998,3.959304999999998
312,0.011893,0.011975,-8.2e-05,4.003641999999998,3.971279999999998
313,0.01425,0.013819,0.000431,4.017891999999998,3.9850989999999977
314,0.016963,0.016618,0.000345,4.034854999999998,4.0017169999999975
315,0.011919,0.011869,5e-05,4.046773999999997,4.013585999999997
316,0.011863,0.011904,-4.1e-05,4.058636999999997,4.025489999999998
317,0.011918,0.011838,8e-05,4.070554999999997,4.037327999999998
318,0.011982,0.011946,3.6e-05,4.082536999999997,4.049273999999998
319,0.011827,0.011989,-0.000162,4.094363999999997,4.061262999999998
320,0.012,0.011856,0.000144,4.106363999999997,4.0731189999999975
321,0.012032,0.011905,0.000127,4.118395999999996,4.085023999999997
322,0.011906,0.011914,-8e-06,4.130301999999996,4.096937999999997
323,0.011869,0.011705,0.000164,4.142170999999996,4.108642999999997
324,0.011927,0.01186,6.7e-05,4.154097999999996,4.120502999999998
325,0.01199,0.011906,8.4e-05,4.166087999999996,4.132408999999997
326,0.011934,0.011923,1.1e-05,4.178021999999996,4.144331999999998
327,0.013641,0.01346,0.000181,4.191662999999996,4.157791999999998
328,0.01188,0.011863,1.7e-05,4.203542999999995,4.169654999999998
329,0.012005,0.01177,0.000235,4.215547999999996,4.181424999999998
330,0.016971,0.016652,0.000319,4.2325189999999955,4.198076999999998
331,0.011924,0.011883,4.1e-05,4.244442999999995,4.209959999999998
332,0.012057,0.011929,0.000128,4.2564999999999955,4.221888999999998
333,0.011861,0.011813,4.8e-05,4.268360999999995,4.233701999999998
334,0.012044,0.011844,0.0002,4.280404999999996,4.245545999999998
335,0.011992,0.011848,0.000144,4.292396999999996,4.257393999999998
336,0.011957,0.01189,6.7e-05,4.304353999999996,4.269283999999998
337,0.012028,0.01192,0.000108,4.3163819999999955,4.281203999999998
338,0.012003,0.01188,0.000123,4.3283849999999955,4.293083999999998
339,0.011995,0.012426,-0.000431,4.340379999999995,4.305509999999997
340,0.011836,0.01222,-0.000384,4.352215999999995,4.317729999999997
341,0.012005,0.011794,0.000211,4.364220999999995,4.3295239999999975
342,0.013294,0.012921,0.000373,4.377514999999995,4.342444999999998
343,0.011929,0.011849,8e-05,4.389443999999996,4.354293999999998
344,0.011874,0.011929,-5.5e-05,4.401317999999995,4.366222999999998
345,0.011985,0.011795,0.00019,4.4133029999999955,4.378017999999998
346,0.011795,0.011815,-2e-05,4.425097999999996,4.3898329999999985
