Batch Index,inference(ms),cuda_graph(ms),diff,inference sum,cuda graph sum
144,0.022739,0.012268,0.010471,3.1703410000000014,2.7141860000000007
145,0.024981,0.012428,0.012553,3.1953220000000013,2.7266140000000005
146,0.026073,0.012297,0.013776,3.221395000000001,2.7389110000000003
147,0.025638,0.012313,0.013325,3.247033000000001,2.751224
148,0.023613,0.012304,0.011309,3.270646000000001,2.763528
149,0.023044,0.012624,0.01042,3.293690000000001,2.776152
150,0.022568,0.01242,0.010148,3.3162580000000013,2.7885720000000003
151,0.022744,0.012494,0.01025,3.339002000000001,2.801066
152,0.022398,0.012457,0.009941,3.361400000000001,2.813523
153,0.023266,0.012437,0.010829,3.384666000000001,2.82596
154,0.02492,0.012421,0.012499,3.409586000000001,2.8383809999999996
155,0.023491,0.012293,0.011198,3.433077000000001,2.8506739999999997
156,0.023882,0.012345,0.011537,3.456959000000001,2.8630189999999995
157,0.025089,0.0124,0.012689,3.4820480000000007,2.8754189999999995
158,0.024328,0.013265,0.011063,3.506376000000001,2.8886839999999996
159,0.024433,0.01224,0.012193,3.530809000000001,2.9009239999999994
160,0.023867,0.01288,0.010987,3.554676000000001,2.9138039999999994
161,0.025083,0.011942,0.013141,3.579759000000001,2.9257459999999993
162,0.02402,0.011322,0.012698,3.603779000000001,2.937067999999999
163,0.023902,0.011406,0.012496,3.6276810000000013,2.948473999999999
164,0.02349,0.011366,0.012124,3.651171000000001,2.9598399999999994
165,0.024986,0.011356,0.01363,3.6761570000000012,2.9711959999999995
166,0.023306,0.011453,0.011853,3.699463000000001,2.9826489999999994
167,0.023554,0.011413,0.012141,3.723017000000001,2.9940619999999996
168,0.023281,0.011339,0.011942,3.746298000000001,3.0054009999999995
169,0.02339,0.012268,0.011122,3.769688000000001,3.0176689999999997
170,0.023639,0.012308,0.011331,3.793327000000001,3.0299769999999997
171,0.024058,0.012582,0.011476,3.817385000000001,3.042559
172,0.022455,0.012373,0.010082,3.839840000000001,3.054932
173,0.022232,0.012469,0.009763,3.862072000000001,3.067401
174,0.024586,0.012476,0.01211,3.886658000000001,3.0798769999999998
175,0.0248,0.012498,0.012302,3.911458000000001,3.0923749999999997
176,0.024301,0.012334,0.011967,3.935759000000001,3.1047089999999997
177,0.02301,0.012282,0.010728,3.958769000000001,3.1169909999999996
178,0.024382,0.012743,0.011639,3.983151000000001,3.1297339999999996
179,0.024055,0.012524,0.011531,4.007206000000001,3.1422579999999996
180,0.023552,0.012477,0.011075,4.0307580000000005,3.1547349999999996
181,0.02334,0.012426,0.010914,4.054098000000001,3.1671609999999997
182,0.023801,0.012608,0.011193,4.077899,3.179769
183,0.024321,0.012479,0.011842,4.10222,3.1922479999999998
184,0.023015,0.012446,0.010569,4.125235,3.204694
185,0.023487,0.012552,0.010935,4.148722,3.217246
186,0.023349,0.012505,0.010844,4.172071,3.229751
187,0.023124,0.012461,0.010663,4.195195,3.242212
188,0.02474,0.012463,0.012277,4.219935,3.2546749999999998
189,0.024784,0.012377,0.012407,4.244719000000001,3.2670519999999996
190,0.023313,0.012491,0.010822,4.268032000000001,3.2795429999999994
191,0.02315,0.012766,0.010384,4.291182000000001,3.2923089999999995
192,0.023341,0.01263,0.010711,4.314523000000001,3.3049389999999996
193,0.02362,0.085785,-0.062165,4.338143000000001,3.3907239999999996
194,0.023786,0.012966,0.01082,4.361929000000002,3.4036899999999997
195,0.022243,0.012376,0.009867,4.384172000000001,3.416066
196,0.022277,0.012399,0.009878,4.406449000000001,3.4284649999999997
197,0.022014,0.012283,0.009731,4.428463000000002,3.4407479999999997
198,0.022313,0.012322,0.009991,4.450776000000001,3.45307
199,0.022202,0.012401,0.009801,4.472978000000001,3.465471
200,0.024092,0.012439,0.011653,4.497070000000001,3.47791
201,0.023026,0.012455,0.010571,4.520096000000001,3.490365
202,0.023221,0.01184,0.011381,4.543317000000001,3.502205
203,0.023194,0.01127,0.011924,4.566511000000001,3.513475
204,0.023426,0.011312,0.012114,4.589937000000001,3.5247870000000003
205,0.022788,0.011319,0.011469,4.612725000000001,3.536106
206,0.024563,0.011428,0.013135,4.637288000000001,3.547534
207,0.023367,0.011379,0.011988,4.660655000000001,3.558913
208,0.022607,0.011359,0.011248,4.683262000000001,3.570272
209,0.023595,0.011357,0.012238,4.706857000000001,3.581629
210,0.023335,0.011367,0.011968,4.7301920000000015,3.592996
211,0.023142,0.012217,0.010925,4.7533340000000015,3.605213
212,0.024251,0.012493,0.011758,4.777585000000001,3.617706
213,0.0235,0.012439,0.011061,4.801085000000001,3.630145
214,0.022977,0.0124,0.010577,4.824062000000001,3.642545
215,0.023284,0.012478,0.010806,4.847346000000002,3.6550230000000004
216,0.02409,0.012463,0.011627,4.871436000000002,3.6674860000000002
217,0.023406,0.012396,0.01101,4.8948420000000015,3.679882
218,0.023615,0.012339,0.011276,4.918457000000002,3.692221
219,0.02204,0.012364,0.009676,4.9404970000000015,3.704585
220,0.022872,0.012402,0.01047,4.963369000000001,3.7169869999999996
221,0.02226,0.012432,0.009828,4.985629000000001,3.7294189999999996
222,0.022581,0.012758,0.009823,5.008210000000001,3.7421769999999994
223,0.003976,0.002389,0.001587,5.012186000000001,3.7445659999999994
224,0.002858,0.002255,0.000603,5.0150440000000005,3.7468209999999993
225,0.001883,0.000865,0.001018,5.016927000000001,3.7476859999999994
226,0.001501,0.001391,0.00011,5.018428000000001,3.7490769999999993
